Date,DowJones,NASDAQ,SP500
2023-02-02,34053.94140625,12200.8203125,4179.759765625
2023-02-03,33926.01171875,12006.9501953125,4136.47998046875
2023-02-06,33891.01953125,11887.4501953125,4111.080078125
2023-02-07,34156.69140625,12113.7900390625,4164.0
2023-02-08,33949.01171875,11910.51953125,4117.85986328125
2023-02-09,33699.87890625,11789.580078125,4081.5
2023-02-10,33869.26953125,11718.1201171875,4090.4599609375
2023-02-13,34245.9296875,11891.7900390625,4137.2900390625
2023-02-14,34089.26953125,11960.150390625,4136.1298828125
2023-02-15,34128.05078125,12070.58984375,4147.60009765625
2023-02-16,33696.8515625,11855.830078125,4090.409912109375
2023-02-17,33826.69140625,11787.26953125,4079.090087890625
2023-02-21,33129.58984375,11492.2998046875,3997.340087890625
2023-02-22,33045.08984375,11507.0703125,3991.050048828125
2023-02-23,33153.91015625,11590.400390625,4012.320068359375
2023-02-24,32816.921875,11394.9404296875,3970.0400390625
2023-02-27,32889.08984375,11466.98046875,3982.239990234375
2023-02-28,32656.69921875,11455.5400390625,3970.14990234375
2023-03-01,32661.83984375,11379.48046875,3951.389892578125
2023-03-02,33003.5703125,11462.98046875,3981.35009765625
2023-03-03,33390.96875,11689.009765625,4045.639892578125
2023-03-06,33431.44140625,11675.740234375,4048.419921875
2023-03-07,32856.4609375,11530.330078125,3986.3701171875
2023-03-08,32798.3984375,11576.0,3992.010009765625
2023-03-09,32254.859375,11338.349609375,3918.320068359375
2023-03-10,31909.640625,11138.8896484375,3861.590087890625
2023-03-13,31819.140625,11188.83984375,3855.760009765625
2023-03-14,32155.400390625,11428.150390625,3919.2900390625
2023-03-15,31874.5703125,11434.0498046875,3891.929931640625
2023-03-16,32246.55078125,11717.2802734375,3960.280029296875
2023-03-17,31861.98046875,11630.509765625,3916.639892578125
2023-03-20,32244.580078125,11675.5400390625,3951.570068359375
2023-03-21,32560.599609375,11860.1103515625,4002.8701171875
2023-03-22,32030.109375,11669.9599609375,3936.969970703125
