Date,DowJones,NASDAQ,SP500
2024-01-24,37806.390625,15481.919921875,4868.5498046875
2024-01-25,38049.12890625,15510.5,4894.16015625
2024-01-26,38109.4296875,15455.3603515625,4890.97021484375
2024-01-29,38333.44921875,15628.0400390625,4927.93017578125
2024-01-30,38467.30859375,15509.900390625,4924.97021484375
2024-01-31,38150.30078125,15164.009765625,4845.64990234375
2024-02-01,38519.83984375,15361.6396484375,4906.18994140625
2024-02-02,38654.421875,15628.9501953125,4958.60986328125
2024-02-05,38380.12109375,15597.6796875,4942.81005859375
2024-02-06,38521.359375,15609.0,4954.22998046875
2024-02-07,38677.359375,15756.6396484375,4995.06005859375
2024-02-08,38726.328125,15793.7099609375,4997.91015625
2024-02-09,38671.69140625,15990.66015625,5026.60986328125
2024-02-12,38797.37890625,15942.5498046875,5021.83984375
2024-02-13,38272.75,15655.599609375,4953.169921875
2024-02-14,38424.26953125,15859.150390625,5000.6201171875
2024-02-15,38773.12109375,15906.169921875,5029.72998046875
2024-02-16,38627.98828125,15775.650390625,5005.56982421875
2024-02-20,38563.80078125,15630.7802734375,4975.509765625
2024-02-21,38612.23828125,15580.8701171875,4981.7998046875
2024-02-22,39069.109375,16041.6201171875,5087.02978515625
2024-02-23,39131.53125,15996.8203125,5088.7998046875
2024-02-26,39069.23046875,15976.25,5069.52978515625
